Id,SalePrice
2658,170225.65320605712
2718,190435.51367706858
2414,179774.45845991626
1989,154561.91159786005
625,183681.7572443198
333,149597.5603296301
1327,149956.42699517755
858,171128.92648964497
95,167850.27870054066
1568,183121.0915552723
2482,168717.35607482446
1364,161335.7586184023
2584,166808.7775606202
818,222108.2942622633
2673,166097.4103715333
2089,152722.56903265833
1297,175707.4168910604
790,157037.48460190324
2616,194781.46341566218
720,183190.04823539182
222,166719.1606155563
557,165712.5026901153
1148,176255.57407122874
2766,175770.4690501879
534,178869.75262229718
1452,161905.88964802463
630,158354.79034933355
2648,151890.68921228856
125,175353.66806553313
1904,139489.82160754356
1670,158287.6965511733
756,154532.10254295915
717,192260.5763669454
1032,182157.97162525653
852,192306.25330922933
1731,173955.5857618774
2639,155706.9390275045
2071,148332.86455465562
1267,154253.83601634248
1851,182951.62156711944
567,160810.21348529475
2439,181193.21463011226
1898,168040.33108007326
647,177780.5617311901
2256,195468.2981501895
979,145330.21102898326
1444,185826.4685728722
2485,170026.02001041823
157,158411.33919652505
88,161668.6030152482
2003,151509.01204758533
186,170944.5731732142
1425,200814.47539842973
2695,157154.66813707948
738,163150.22226076847
395,168957.26892534888
1353,173657.32298915085
1878,169449.46737033752
390,181895.4881782389
1456,190490.60339207092
1103,267088.5540885993
1387,172143.2678230743
2070,169636.46815675878
1199,181523.50533017764
2479,170264.03545552315
501,243340.84493035328
2362,149732.15596996975
1718,194896.75659279115
2188,141923.065112272
1483,169426.79847195226
2557,151574.2548848958
437,246709.18060373445
2224,200040.76878557424
1628,173013.3691165142
397,165570.0386643505
587,196478.10429882482
2182,352564.1777976324
971,167225.5407657504
2611,169669.7288956326
1887,147947.6738456138
2399,268264.3569983279
2148,186174.21061512863
304,167362.5171640555
1997,153840.77606092635
2817,158284.00258318428
1431,187582.34248683797
427,249225.73836953798
263,165244.54880973624
598,195030.31611197186
2895,221765.56082617794
687,166580.66313774718
1822,159627.50541751893
2191,154069.043278464
179,154459.7887103198
1009,197079.6030905217
2010,157593.21771756752
1991,161494.30297280534
1411,189352.63993475982
1721,199399.90065362328
1144,175767.28466951536
593,182889.51824760484
575,234845.25423471932
1249,181656.9455913219
1604,166371.0186000203
1064,308321.10293191567
1923,172724.29254892308
1988,146194.3142628786
2325,177871.90172639617
114,190334.14263101926
2700,195611.7637347046
217,171132.40276966977
343,193408.4556307213
386,181347.60803235657
2005,148706.41030008713
2908,164644.10801791455
1814,206828.00442450962
2446,363993.3527294238
208,172583.25265108052
1679,159436.36242745677
822,225347.62628646227
6,188270.93371788732
1781,255272.7692339667
2397,234436.7202805202
2340,229274.22280414487
1618,172375.0245214705
2843,158403.41155168173
1061,261106.961470234
2786,167103.77392662564
1935,158466.044018192
1341,156097.06976798177
521,213645.4592577031
2136,169522.42358382937
996,180547.03748743827
227,167806.7901645948
135,179503.88802112965
1167,168381.45867589625
294,196065.66891761878
1776,181978.0589200516
540,180697.24241167444
1717,193314.62511792767
2303,168335.72995191303
116,186640.5211881684
127,161713.15345894368
1371,162104.1937752651
1014,188116.4051647706
1507,144439.62577337152
702,171142.06382971216
750,165396.09505448054
261,170858.02131901513
1559,149505.61761419842
577,201141.669327598
2812,178488.01620054332
2080,174500.88524214513
1368,152642.2920240937
2376,161543.49260138968
659,153619.54212724708
1235,166631.01884885514
332,143002.67573964203
1917,163668.7042844437
2094,196375.68081103713
1460,207657.47490203852
1471,196284.22529025038
1509,156378.89663660194
1922,168947.93241503683
433,306460.80711122
460,212577.38189054368
1116,206909.476079487
1137,179589.08423541463
53,167945.67344969336
2354,188306.2900114147
1475,180725.18779382427
1761,318557.0891686497
842,168544.9349768489
2739,190270.90645306115
2509,158495.5129046445
1007,177822.78970094214
2610,175008.4296479989
1952,145366.80875130853
2719,193537.2166770212
2921,148790.9628073406
1966,167664.21115912864
292,150534.14781350284
1204,189807.49465240558
1829,193944.22235135152
2419,174311.86203460442
391,175069.96776907978
798,153181.23726837747
481,176680.16728840556
193,178407.7480430897
555,156954.2295893047
899,144256.24246459888
2357,184734.52714209785
328,163957.01388884056
1356,158918.2197388286
1154,154373.7121739302
1730,168401.61652184947
2249,173418.41123765588
1119,207728.21764171557
2856,163575.38144002485
1394,163871.36787519726
2587,158924.40229391356
61,239140.83339274558
2661,173882.70946634666
2711,163333.67003096215
1147,180427.69767144404
757,155233.29050568002
2623,147033.09611997812
2378,160966.1058285216
1413,161702.31277368107
1722,195585.39926564638
1112,186759.26192404734
1623,185642.05412435872
1201,186253.31472140123
1513,151911.73548397142
957,366245.18832932133
1171,196983.0621662248
1145,181195.89637065164
2726,201149.10086955066
703,156644.78974537223
760,155334.6560132062
1964,163510.1455312196
2512,172246.8320416603
159,172907.581450624
1281,177405.49520319488
468,176452.40004271598
290,161563.92722549682
665,154603.02074820502
1463,193684.36949149708
1792,184359.6087070376
923,185485.83544877413
500,241686.50576954932
1408,171456.19861918734
331,142545.763007821
170,165522.0053537331
2192,150713.75063393058
2571,223474.39872925502
2314,181009.13005199586
2647,148259.18112237606
422,284405.01132888783
2457,232032.011546879
1838,170622.49517500514
2805,194101.91044443555
1645,174849.33783896753
1711,226351.66103747883
2825,178872.4803353852
322,211178.91970953083
2103,206698.85833825276
342,163894.13311844753
600,156307.6607038592
488,175022.70518264832
1725,224731.9995876128
2246,213843.50073381423
2847,160854.61839539703
806,188049.02060743398
530,186409.18058353642
963,192794.26786647495
2678,151223.11849256547
171,143167.13066617833
2401,278935.906862796
805,192619.8545312128
2259,241985.56649152035
1748,173008.8795843683
1361,168503.30816825386
