Id,SalePrice
2658,160926.92065695723
2718,161048.61378731084
2414,193649.38684961203
1989,106340.62995145995
625,159684.56883289324
333,98654.14322182357
1327,107856.38679903341
858,156713.74169060553
95,179041.96665755298
1568,173183.3824088588
2482,155431.7655719625
1364,121748.04829179432
2584,142906.41692061126
818,288543.3456948534
2673,168718.92192446796
2089,141480.75112537388
1297,148503.43235112773
790,109145.92725883586
2616,191177.7969432365
720,188157.75255256414
222,154439.88561798452
557,117953.45180350004
1148,185862.62836700058
2766,165236.32350953395
534,193796.2065711613
1452,122393.13093711632
630,114493.257451292
2648,103385.76674968058
125,149026.47140964694
1904,61268.61954536886
1670,112855.62049274697
756,83142.77073858124
717,202093.15747846174
1032,154592.45475864262
852,223846.50287095833
1731,177839.75128688323
2639,106795.7040593408
2071,96602.19924078882
1267,115618.18183267137
1851,190294.0453660415
567,137009.57935476545
2439,207079.05119982548
1898,136566.50003117812
647,173186.64833265054
2256,216459.97056201854
979,98247.91786313003
1444,215522.30598164836
2485,116571.79015185655
157,120280.22627962407
88,126676.27044143852
2003,105472.64207800834
186,205872.13445910785
1425,242857.88429334835
2695,119866.58439244158
738,95263.09894409036
395,148266.3243253438
1353,169909.8903949224
1878,141115.20012902727
390,161172.364853569
1456,230655.72183425497
1103,335681.924951769
1387,117547.22554057815
2070,136503.9666595417
1199,180066.352269317
2479,169429.80939243155
501,294169.2129113399
2362,105227.38006231151
1718,195245.55036726384
2188,79111.44973848495
1483,142965.5441501598
2557,74989.81853508226
437,354292.48931756534
2224,168589.50669658981
1628,166526.71344350616
397,142262.5514419047
587,174339.76737995498
2182,198768.03782054622
971,119134.42322860341
2611,145929.4667051055
1887,108815.97989764083
2399,362535.66496985935
2148,198448.72236323482
304,115497.3743808735
1997,114559.6931561404
2817,107960.40138419686
1431,189425.30245619913
427,333290.7698090538
263,121644.08390318436
598,162332.18288878305
2895,209382.91930837338
687,136697.4744282003
1822,129631.85356180767
2191,114566.93881405875
179,125315.90879298012
1009,191921.43703584958
2010,123432.87571235519
1991,133480.05151176546
1411,140352.1090793257
1721,231021.98570360543
1144,186903.3042971315
593,206680.64082057375
575,281604.1933961473
1249,164482.225222735
1604,119779.96536748044
1064,632358.7532800417
1923,156982.00527607216
1988,104357.51676113297
2325,173477.60825534645
114,195388.0802196713
2700,168036.48190243694
217,128272.29421313903
343,173808.701191923
386,226708.0286304888
2005,108921.23918958071
2908,150370.7549371379
1814,238344.0241036529
2446,397208.8269765284
208,163179.03317799847
1679,110812.17015912096
822,301784.3863853394
6,198977.77184094067
1781,417044.0943657274
2397,273397.94134099834
2340,346732.977758781
1618,183616.57590994495
2843,126594.31991788471
1061,382263.6939262512
2786,129126.83403893908
1935,131492.43830963972
1341,110923.36147254119
521,274230.5145605004
2136,128629.38067320528
996,195427.49033063743
227,145200.96862927405
135,169688.85527635616
1167,159725.07817143574
294,221603.38051011006
1776,208550.35628914574
540,179900.20302740042
1717,190639.06923505015
2303,134670.8979232378
116,173294.8364316314
127,128612.9087516186
1371,133462.0157417812
1014,133421.23857985093
1507,125272.53454288891
702,139346.2914370546
750,142665.32937122666
261,173365.7826065039
1559,83223.92397016156
577,252615.22759179294
2812,206934.8470206706
2080,154483.18309543352
1368,102586.80254867022
