Id,SalePrice
2658,159313.76534471617
2718,182285.41787612293
2414,194991.73141606722
1989,104093.20268941729
625,160281.62601739983
333,101372.24768172203
1327,107031.65526386614
858,155728.6352668036
95,182379.95780203058
1568,173583.35554471947
2482,155827.7580649546
1364,119372.1843871957
2584,145576.38295852064
818,290127.2402090534
2673,163208.5481373662
2089,129298.0473768636
1297,143513.88821799748
790,111801.6370917921
2616,197463.71625357986
720,197642.64099316043
222,154604.73807550166
557,120202.7794354975
1148,185389.48145736815
2766,157220.47567417152
534,189195.9291505409
1452,124225.42209180897
630,108082.70043396059
2648,101934.13408706698
125,151451.84758864224
1904,66114.23739316163
1670,115213.71563716287
756,86392.74978186085
717,207182.72442115692
1032,153222.9906392822
852,213493.26043651576
1731,178219.58163679467
2639,108956.50668128337
2071,96483.13313013744
1267,114042.63209068663
1851,189314.48878438387
567,140435.26982786116
2439,210571.8187291662
1898,140102.10736834665
647,171577.78150904106
2256,212847.61864453257
979,100648.2173211657
1444,213582.49350244427
2485,121534.05140913896
157,122775.09847949781
88,124018.44597303063
2003,104319.53227804965
186,203158.3691336827
1425,242893.851874352
2695,119115.84763502066
738,95623.54227864623
395,154323.4046139616
1353,167119.91079062634
1878,139788.1626274297
390,160818.56354699287
1456,230761.01195179427
1103,350551.6834386301
1387,122054.53947787777
2070,137917.3301231126
1199,180317.39577655334
2479,168613.63360179815
501,283149.69473256526
2362,100427.43825352076
1718,197041.4729788889
2188,77474.33447418397
1483,144787.9748786803
2557,78957.46183513074
437,345377.8746113326
2224,173626.6776357407
1628,163777.98794886915
397,140080.0967866343
587,175453.2183014212
2182,412072.7624997805
971,122476.28082012168
2611,143819.4152688962
1887,108928.03521841299
2399,373581.7070264535
2148,199285.61619904952
304,116059.22663199171
1997,116244.90995996368
2817,103459.3670377986
1431,184554.6903750553
427,321330.646672757
263,123326.18846842155
598,159623.86711300618
2895,241090.4428742086
687,137919.55432323588
1822,129975.66180922474
2191,107642.8254788236
179,125654.53768125502
1009,200666.6987548478
2010,122638.53089654089
1991,133649.19482910362
1411,181304.19366381253
1721,227767.9545150066
1144,185926.623643655
593,212530.42524089612
575,304294.7557395683
1249,165565.24945920127
1604,125234.90988495399
1064,633263.954221317
1923,157346.57982500375
1988,106766.74719251101
2325,168404.0935283099
114,187040.83269665428
2700,203244.09929686825
217,131162.20100671085
343,170223.8200075527
386,226472.36712580983
2005,107083.01265347569
2908,149533.0776852045
1814,240773.83570458795
2446,481071.08785765024
208,154503.53802776439
1679,111372.75148823699
822,306426.07069545786
6,202120.35220734726
1781,423340.9659876217
2397,271285.8573883168
2340,331352.5319814458
1618,181627.44138109774
2843,114121.45214571725
1061,385921.18029323424
2786,129811.59483726858
1935,130719.07869766907
1341,110018.68759687623
521,268186.9045511912
2136,129710.43720041377
996,191972.28333437032
227,134735.89258473017
135,173076.18180264186
1167,157319.2762531079
294,216722.79157862582
1776,203211.37080326318
540,179074.8890242264
1717,192755.86467390336
2303,137742.8290196319
116,176495.77437213913
127,127072.94235936253
1371,131756.23876718504
1014,141534.6953230172
1507,118997.36692640182
702,132945.88529509187
750,141422.86234226776
261,170993.41909860927
1559,84139.78273471183
577,245516.3109654676
2812,204795.77110238536
2080,157251.6262890916
1368,108634.10321994682
2376,119062.79790899828
659,107451.01944577773
1235,136199.69609260833
332,82700.2512294669
1917,142214.0617711537
2094,247970.28909475644
1460,281628.425121402
1471,207889.62957423666
1509,117377.9607127204
1922,134878.726337109
433,545892.6888576078
460,246442.16670580333
1116,235963.1462532759
1137,173665.97449378003
53,161551.95936494909
2354,266692.76194730174
1475,194553.22451474227
1761,674730.2498000386
842,138551.69519481473
2739,153886.30748555393
2509,140599.9648546092
1007,199955.8735336233
2610,185079.4366343174
1952,82621.34359903255
2719,163167.62781418453
2921,94853.79350747354
1966,142044.86028393605
292,98853.55246547928
1204,172131.22623530938
1829,261292.39281488562
2419,184911.19790686617
391,138444.86650855897
798,111440.64395356664
481,193519.9945955527
193,200825.43727301375
555,117707.74414025452
899,79333.9869026594
2357,169200.78340202314
328,128340.02091558487
1356,110625.15011829049
1154,108163.64655205139
1730,166953.78502156903
2249,152321.7381487971
1119,256099.73877993834
2856,132322.5763374197
1394,148510.5687448986
2587,126980.533001215
61,331683.61030206707
2661,160603.30159039792
2711,146291.54376243308
1147,183001.65438246555
757,120015.77378765293
2623,100130.62375718704
2378,137289.4963030953
1413,147000.1762324485
1722,209151.03558559937
1112,210855.95262117413
1623,198603.58393014516
1201,172711.96500331577
1513,102418.24092902428
957,161606.7597136666
1171,260908.50290284565
1145,198930.74613407764
2726,252519.36779454537
703,146912.74707526746
760,100265.9132581067
1964,141020.36372352144
2512,167425.5098007572
159,162710.83089973763
1281,152154.16067410135
468,183422.28556632725
290,117441.93712319362
665,105252.98483651209
1463,272117.71156339324
1792,224775.08288128942
923,163303.18938286815
500,254182.08526743183
1408,170392.2525485923
331,82181.92047871252
170,101470.27504318935
2192,92940.39744013092
2571,224985.14619093062
2314,175294.4352287139
2647,96664.88317248196
422,450796.743031772
2457,361017.94851888536
1838,177259.79003108368
2805,258642.63262596715
1645,149870.44505532124
1711,304174.09707696165
2825,217727.83082157097
322,309049.75688423484
2103,246864.91079834086
342,129487.4099817871
600,118104.07048683296
488,187671.0967244313
1725,296802.08128775784
2246,291306.40873160394
2847,140573.12264733747
806,251947.23612542456
530,231233.14649753892
963,195636.5331474442
2678,87617.72180088797
171,88173.06322286939
2401,432706.76428513357
805,222157.819721904
2259,234376.67305117488
1748,171685.30002071985
1361,153321.60845791936
1677,121209.85536876833
1406,137752.53872749186
2322,256102.63864118952
688,151281.7829896262
143,144162.29426490323
804,198390.82964707311
1214,156102.1127197618
2828,144102.56620880135
1999,159941.55782662702
2467,186734.72564799018
2665,156919.3271476387
1538,344424.0087413834
398,116264.36384070071
2822,133130.83230382935
2157,140397.70403424837
1856,193609.91987119385
1269,100764.661691897
2570,125853.26824585345
2320,233780.61640081607
1517,160258.36548974994
2304,124080.10307729566
1312,91297.23833036504
2012,128561.58549246965
506,254783.86912572055
2865,247766.03683351146
2367,107628.94627705209
554,88105.11596953702
238,132540.6759059371
1954,123227.90384094889
2488,130417.2159859351
2291,83819.90041350733
1969,111977.51638721106
2725,165219.77775155005
1482,144787.9748786803
2763,187678.34092245722
503,239054.17577709007
1584,242476.41550504643
1531,114768.08541851243
2210,166836.58643437497
459,322312.5115482984
556,134970.2657682496
1347,129101.75255974747
1290,79343.45762894841
1388,105303.05903109554
1571,351854.72344842856
2754,187633.7030654709
765,129054.81401468995
2494,134593.59920656783
2870,235445.8775443073
7,209570.7590839429
1114,243373.0336910055
2418,287135.0649183636
291,165734.83336924785
18,352480.56270904746
39,371398.13292864984
1001,242981.38150831245
2442,232041.982062893
616,106742.8042412696
2680,74479.53017389684
1414,117754.6127905266
289,152280.05218959958
40,250899.17056287176
860,127336.48851903135
409,147763.11157124038
673,152659.18535748363
2427,160353.6784007654
2036,268350.2364050629
2564,142091.9172288553
642,137399.62520393814
1008,185413.7611422128
1908,134819.85629611963
2519,197940.3785692018
1369,97366.17957395004
2855,156434.37355240522
712,99964.6851153634
1943,108171.57536148228
1958,129969.64637510495
107,147700.07518344163
2295,223753.13045735055
704,96726.60270210376
676,130557.44954943276
259,183284.9145822927
93,285383.98487372114
106,234633.94106207901
2315,181817.19418594355
1050,115363.6432621187
1095,199946.77932177272
2709,141495.48560372932
758,122034.14967387331
1496,155534.2975442924
2370,133466.901450356
2458,272937.7857755677
2733,129436.186026562
161,253929.12569884665
726,138591.71030185238
845,204751.5624684352
947,260436.79835813458
2232,124566.19466719205
2563,155903.5052313903
2299,148187.6624968231
211,87340.3307048766
605,146489.7505849731
1478,196196.08799289068
2247,285696.20704555523
2274,178365.04860250547
2869,205539.08275889972
967,218621.82266842644
2656,114022.30814937109
667,184313.2625378141
1042,114748.04148426456
2023,150681.751997145
2447,374411.1389949917
2055,121754.27802244561
2275,256784.0246326022
2204,151635.42372894764
1563,271435.83416395675
483,211230.67458700467
796,118352.20897305087
1526,157920.0829364242
2042,117700.01870000354
442,342277.5722315715
1693,335288.80211881327
1468,214829.5142181846
1430,182447.6299585006
2605,125235.76265578918
1529,190848.2678787622
335,178083.0192446663
1287,128938.76460248618
31,103190.11826110155
1785,292921.4562994461
82,173157.1264224136
2620,134971.31281584318
252,186982.93566771253
721,60814.58236690305
2165,168165.97830719283
2316,180530.9024924764
775,125933.93440921039
1558,89551.70391833046
17,256879.128274438
1022,231300.8608463115
925,110721.1695727394
438,272595.7166416338
1270,149440.89276499065
1272,130089.05501028553
215,134613.14950621824
266,225199.3218003463
2402,269606.6563661044
1250,132329.82183560575
1984,121885.33714335118
1279,138698.22228044135
377,262627.5446360309
1252,114009.56693733079
2156,276234.0103043926
499,320499.02338204253
1374,128269.364449642
2898,279921.90008639597
401,122015.0447959114
2721,151769.3036713008
2078,232859.68185319324
2589,130967.94052854051
1946,186369.84263677784
1334,124235.90410428205
2781,230352.3488979715
431,410786.8545401087
576,195458.84125684548
1474,208573.97933181978
2254,143380.11125156135
2155,292540.03749593726
885,101912.07033390518
643,140000.97581658314
1944,122498.14281720005
480,194112.39329691892
2845,108353.92443543761
2387,320526.8702779487
2407,190636.60259940376
2527,151676.33517990183
2514,144022.90545395284
629,143942.03858374569
80,230739.12061046786
1876,138333.8498221353
1546,127020.53012134225
2518,173769.728662461
2347,158568.1331272867
783,245262.2756857764
1322,57276.333990584455
194,87505.69243367006
1770,284219.4979051962
2143,126001.63647648256
1229,201277.84167381047
511,287405.31278270355
46,211446.71165823514
1348,153334.40134733904
2465,184335.54781371224
387,229930.43549990497
873,222702.0276519954
1918,124622.54536131721
2764,241851.00004558178
2184,116878.99014529564
934,135965.85609675187
1920,129443.803277438
2631,135839.11590477993
1768,588689.4552856324
2040,107367.44076875431
1749,215950.0354119479
834,235897.64465224606
1457,233369.64881223263
79,132891.91866666966
2302,131214.32985795607
1817,143133.74060268587
2755,225729.46480887936
359,172078.71853952203
2059,115942.4379851634
2092,246337.2387397574
2516,216109.46407071466
150,131810.46291823246
1656,139363.60847043848
83,100043.89144250042
2411,174622.31689113556
795,86829.33200508881
2312,234914.57129343867
2917,97346.38874518289
1624,183988.33430996037
2215,324515.4760017703
1211,152673.78929111068
1485,144062.66337029866
1024,153540.07987702338
570,188948.66467129788
2874,136919.3979624835
700,106302.26655338363
2756,215119.3498111438
2022,186336.38258603527
583,215234.32845941593
2392,348462.7588520524
2424,182941.33381139816
212,113733.71369713731
736,125013.584060099
1610,155199.9834678045
890,120628.33920612019
467,183094.2095036828
578,220960.8078970529
1747,186921.29632779743
1149,158125.46115797386
2758,261260.7903971183
857,137279.1617236682
2219,336601.2058427098
733,107494.28550335782
2909,116329.46197737087
1798,259412.93519112375
235,105690.34423848457
2366,131194.14938345086
1027,129610.31216976896
1195,131732.6069659459
1303,61210.750776096786
148,168172.4422749587
608,152152.08652572328
2515,199019.95967923748
821,244442.2457285791
2500,285166.0777997011
745,99944.18725015873
741,131635.28661157461
1611,84894.17177476869
2532,123743.4629006708
1081,234132.02413983908
1692,440985.73263308406
2520,172433.9842765705
276,126242.14813095242
1992,129878.3369521672
663,57577.3128053792
418,133718.12011996048
1733,179702.191230074
2359,156478.75186510826
253,179279.3561826474
1518,158154.74003205798
2035,138294.4299367793
2919,87146.87934567747
1540,268614.20896817977
2120,146281.7894477881
1674,157768.21775077385
256,154541.99134677165
2361,104734.98538586337
978,83071.07936211444
2280,132679.25160718503
2095,228861.22653352414
1709,344729.16163950454
2801,266719.06275947246
1246,114575.79188575549
2373,102600.25306789788
1055,287304.87912455807
2017,114627.96593605418
1099,257433.99199167354
1344,83864.39429068088
835,235377.68649876202
1117,201183.25028409346
2043,89336.88049886824
2085,117959.3732626329
410,144234.0227811334
2650,119693.88123772434
2867,165391.04750143143
1668,121040.14643557247
1161,154260.34402393532
2122,166423.63350281728
2539,149667.72842924017
1047,152660.81948748935
1445,127313.33333239787
541,138385.81094177024
569,197956.6170953625
1276,118839.28494396947
918,142464.52852135312
326,170001.43842249174
1936,128937.44351392309
895,94419.19152981801
